inner,2
outer,2
lower,2
finger,2
staticpose,2
nondefault,2
stationary,2
symbolic,2
worldindep,2
handspecific,2
discrete,2
diverse,2
p04 accept_accept,1
inner,2
outer,2
lower,2
finger,2
staticpose,2
nondefault,2
stationary,2
symbolic,2
worldindep,2
handspecific,2
discrete,2
diverse,2
p04_innovative accept_accept,1
inner,2
outer,2
lower,2
finger,2
mixedpose,2
motion,2
2d,2
onehand,2
metaphorical,2
worldindep,2
handspecific,2
discrete,2
diverse,2
p05 accept_accept,1
inner,2
outer,2
lower,2
finger,2
mixedpose,2
motion,2
repetitive,2
2d,2
onehand,2
metaphorical,2
worldindep,2
handspecific,2
discrete,2
diverse,2
p05_innovative accept_accept,1
inner,2
outer,2
lower,2
finger,2
staticpose,2
nondefault,2
stationary,2
symbolic,2
worldindep,2
handspecific,2
discrete,2
diverse,2
p06 accept_accept,1
inner,2
lower,2
staticpose,2
motion,2
direction,2
2d,2
onehand,2
symbolic,2
handdep,2
handspecific,2
discrete,2
diverse,2
p06_innovative accept_accept,1
inner,2
outer,2
lower,2
finger,2
staticpose,2
nondefault,2
stationary,2
metaphorical,2
worldindep,2
handspecific,2
discrete,2
mirror,2
P07 accept_accept,1
inner,2
outer,2
lower,2
finger,2
dynamicpose,2
nondefault,2
motion,2
direction,2
3d,2
twohands,2
abstract,2
handdep,2
handspecific,2
discrete,2
diverse,2
P07_innovative accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
stationary,2
metaphorical,2
worldindep,2
transfer,2
discrete,2
diverse,2
p08 accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
motion,2
direction,2
2d,2
onehand,2
metaphorical,2
worldindep,2
handspecific,2
discrete,2
diverse,2
p08_innovative accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
motion,2
2d,2
onehand,2
symbolic,2
worldindep,2
transfer,2
discrete,2
diverse,2
p09 accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
motion,2
2d,2
onehand,2
symbolic,2
screendep,2
worldindep,2
transfer,2
discrete,2
diverse,2
p10 accept_accept,1
inner,2
outer,2
lower,2
finger,2
staticpose,2
nondefault,2
stationary,2
symbolic,2
worldindep,2
handspecific,2
discrete,2
diverse,2
p10_innovative accept_accept,1
inner,2
lower,2
staticpose,2
motion,2
direction,2
2d,2
twohands,2
abstract,2
worldindep,2
handspecific,2
discrete,2
mirror,2
p11 accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
motion,2
2d,2
twohands,2
abstract,2
worldindep,2
handspecific,2
discrete,2
mirror,2
p11_innovative accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
stationary,2
metaphorical,2
worldindep,2
transfer,2
discrete,2
diverse,2
P12 accept_accept,1
inner,2
outer,2
lower,2
finger,2
staticpose,2
nondefault,2
stationary,2
symbolic,2
worldindep,2
handspecific,2
discrete,2
diverse,2
P12_innovative accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
motion,2
2d,2
onehand,2
symbolic,2
worldindep,2
transfer,2
discrete,2
diverse,2
p13 accept_accept,1
inner,2
outer,2
lower,2
finger,2
staticpose,2
nondefault,2
stationary,2
symbolic,2
worldindep,2
handspecific,2
discrete,2
mirror,2
p13_innovative accept_accept,1
inner,2
outer,2
lower,2
finger,2
staticpose,2
nondefault,2
stationary,2
symbolic,2
worldindep,2
handspecific,2
discrete,2
diverse,2
p14 accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
motion,2
2d,2
onehand,2
symbolic,2
worldindep,2
transfer,2
discrete,2
diverse,2
P15 accept_accept,1
inner,2
outer,2
finger,2
staticpose,2
nondefault,2
motion,2
direction,2
2d,2
onehand,2
symbolic,2
worldindep,2
handspecific,2
discrete,2
diverse,2
P15_innovative accept_accept,1
inner,2
outer,2
lower,2
finger,2
staticpose,2
nondefault,2
stationary,2
symbolic,2
worldindep,2
handspecific,2
discrete,2
mirror,2
p16 accept_accept,1
inner,2
outer,2
lower,2
finger,2
staticpose,2
nondefault,2
stationary,2
symbolic,2
worldindep,2
handspecific,2
discrete,2
mirror,2
p16_innovative accept_accept,1
inner,2
outer,2
lower,2
finger,2
dynamicpose,2
nondefault,2
motion,2
direction,2
3d,2
twohands,2
abstract,2
worldindep,2
handspecific,2
discrete,2
mirror,2
p17_innovative accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
motion,2
direction,2
2d,2
twohands,2
abstract,2
worldindep,2
handspecific,2
discrete,2
mirror,2
p18 accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
motion,2
direction,2
2d,2
twohands,2
abstract,2
worldindep,2
handspecific,2
discrete,2
mirror,2
p18_innovative accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
motion,2
direction,2
3d,2
onehand,2
abstract,2
worldindep,2
handspecific,2
discrete,2
diverse,2
p19 accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
motion,2
direction,2
3d,2
onehand,2
abstract,2
worldindep,2
handspecific,2
discrete,2
diverse,2
p19_innovative accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
stationary,2
metaphorical,2
worldindep,2
transfer,2
discrete,2
diverse,2
p20 accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
stationary,2
metaphorical,2
worldindep,2
handspecific,2
discrete,2
diverse,2
p20_innovative accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
nondefault,2
motion,2
rotation,2
3d,2
twohands,2
abstract,2
worldindep,2
handspecific,2
discrete,2
mirror,2
p21 accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
nondefault,2
motion,2
rotation,2
3d,2
twohands,2
abstract,2
worldindep,2
handspecific,2
discrete,2
mirror,2
p21_innovative accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
motion,2
direction,2
3d,2
twohands,2
abstract,2
worldindep,2
handspecific,2
discrete,2
mirror,2
p22 accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
motion,2
direction,2
2d,2
twohands,2
abstract,2
worldindep,2
handspecific,2
discrete,2
mirror,2
p22_innovative accept_accept,1
inner,2
lower,2
finger,2
staticpose,2
motion,2
direction,2
2d,2
onehand,2
metaphorical,2
worldindep,2
transfer,2
discrete,2
diverse,2
p23 accept_accept,1
inner,2
outer,2
lower,2
finger,2
staticpose,2
dynamicpose,2
mixedpose,2
nondefault,2
stationary,2
motion,2
direction,2
rotation,2
repetitive,2
2d,2
3d,2
onehand,2
twohands,2
symbolic,2
metaphorical,2
abstract,2
screendep,2
handdep,2
worldindep,2
transfer,2
